,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Panama,55.56,75.00,54.55,43.48,69.57,80.00,81.48,75.00,85.19,84.62,81.48,70.00,67.86,74.19,72.73,68.57,73.17,69.05,58.33,70.45,70.83,51.02,65.38,51.85,67.86,64.91,62.07,58.73,62.90,58.21,58.33,53.95,64.29,59.30,61.45,71.28,72.00,73.83,82.24,59.62,75.68,74.11
Papua New Guinea,25.00,25.00,25.00,28.57,28.57,26.67,31.25,23.53,25.00,29.41,27.78,27.78,27.78,27.78,27.78,56.25,52.94,43.75,42.86,47.37,42.86,34.62,33.33,32.26,29.03,36.36,36.36,38.24,39.39,38.24,38.24,40.00,38.89,36.84,35.00,34.15,33.33,28.57,27.27,27.27,26.09,25.00
Paraguay,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
Peru,71.72,75.70,75.44,77.57,75.00,78.69,78.74,78.57,77.52,76.92,80.29,83.33,76.56,81.63,87.84,78.31,78.31,75.14,76.09,78.53,82.47,86.54,83.72,82.97,74.07,71.71,74.63,68.26,59.38,62.50,58.82,57.89,56.41,54.76,53.49,54.35,52.00,58.49,60.00,59.65,64.15,60.34
Philippines,31.43,36.42,39.23,34.34,46.34,45.45,47.62,46.34,47.83,45.83,45.83,45.83,43.23,45.83,41.38,37.50,37.14,34.21,35.00,45.00,44.19,37.78,36.96,35.29,35.19,33.33,37.04,33.33,35.59,33.90,27.69,28.99,28.77,26.67,25.97,25.61,24.18,24.47,23.23,20.75,21.57,21.30
Poland,2.37,2.33,1.73,1.79,1.51,1.79,1.54,1.48,1.57,1.34,1.34,1.44,1.55,1.45,1.67,1.70,1.73,1.87,2.18,1.98,1.71,2.08,2.02,1.56,2.23,2.61,2.84,3.68,4.53,6.10,7.64,8.72,8.39,10.14,11.89,14.09,15.03,15.48,13.55,16.78,19.31,18.56
Portugal,54.67,38.52,47.37,46.63,52.91,59.14,44.72,48.98,61.03,24.90,36.57,34.03,19.30,31.97,38.71,29.71,47.06,42.42,37.84,21.38,31.71,36.36,22.55,40.00,28.57,19.54,34.04,35.56,34.09,39.58,53.85,47.06,43.18,60.00,61.54,49.02,55.17,40.35,50.88,52.94,58.82,64.58
Puerto Rico,1.52,0.76,0.90,0.90,0.83,1.79,1.64,2.26,2.26,2.26,0.71,0.66,0.66,0.62,0.00,0.00,0.55,0.52,0.52,0.99,0.90,0.45,0.43,0.41,0.41,0.40,0.41,0.90,0.94,0.94,0.94,0.99,0.47,1.48,1.48,1.96,1.87,2.44,1.16,2.86,2.86,2.70
Qatar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.26,0.25,0.23,0.22,0.21,0.22,0.21
Reunion,100.00,100.00,100.00,100.00,80.00,100.00,83.33,83.33,57.14,62.50,62.50,50.00,45.45,45.45,45.45,41.67,41.67,35.71,40.00,37.50,42.11,38.10,38.10,36.36,37.50,32.00,34.62,34.62,33.33,32.14,32.14,27.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Romania,20.31,19.40,18.46,14.80,16.18,17.65,15.28,15.71,18.31,16.90,18.03,25.93,23.08,24.53,24.53,29.82,27.16,31.42,36.61,36.89,29.88,29.41,30.71,24.76,30.02,35.03,30.41,27.07,27.87,27.27,34.48,27.12,26.79,35.71,42.86,42.62,45.00,40.68,44.07,45.45,46.15,47.27
Russia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.81,18.93,21.66,21.47,19.03,19.75,20.10,20.15,20.05,21.00,19.48,18.18,20.09,19.51,18.77,18.73,17.06,18.83,17.29,16.92,16.67,18.41,17.76,17.01,18.18,18.23,18.61,18.80,20.96,20.27
Rwanda,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,50.00,33.33,33.33,33.33,50.00,40.00,50.00,42.86,50.00,44.44,45.45,66.67,62.50
Saint Helena,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Kitts and Nevis,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Lucia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Pierre and Miquelon,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint Vincent/Grenadines,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Samoa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sao Tome and Principe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saudi Arabia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.23,0.27
Senegal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,21.05,15.00,13.04,13.04,8.33,11.54,11.11,10.71,10.71,12.50,12.12,10.81,10.26,9.76,11.36,14.89,13.73,19.23,19.64
Serbia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.43,28.37,26.76,27.78,33.33,23.50,26.90,27.03,34.38,28.57,30.56,27.71,32.35,32.35,29.41,36.11
Seychelles,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sierra Leone,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
Singapore,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32,3.03,2.86,2.70,2.44,2.33,2.22,1.96,1.89,1.82,1.69,2.82,2.65,2.94,2.78,2.44,2.63,2.50,2.50,2.99,3.45,3.67,3.59,4.14,4.05,3.97,4.08,4.00,4.19,4.48,4.48,4.67
Slovakia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.53,17.99,19.28,17.43,17.54,17.43,17.44,15.49,16.33,17.59,12.20,14.24,16.15,16.16,18.85,16.98,20.08,23.32,17.65,20.00,21.69,23.77,23.98,26.19,25.88,22.89,25.19,25.48,24.19
Slovenia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.31,27.27,28.21,26.45,30.00,24.39,26.36,29.60,29.23,27.54,24.29,22.73,28.57,24.31,25.52,23.61,27.22,31.01,30.72,25.50,29.66,34.23,39.88,30.71,32.68,28.95,33.99,33.33,34.78,36.24
Solomon Islands,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Somalia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
South Africa,1.08,1.59,0.89,0.53,0.47,0.45,1.16,1.13,2.17,1.82,0.64,1.26,0.51,0.06,0.64,0.28,0.75,1.12,0.94,0.47,0.86,1.22,1.28,0.50,0.53,0.70,1.35,0.49,0.62,0.73,1.03,0.98,0.67,0.67,1.44,2.59,3.27,4.20,5.06,5.53,5.83,7.62
South Korea,4.31,6.22,3.98,5.03,4.00,5.90,5.16,5.74,2.53,3.30,4.57,3.17,2.54,3.13,1.34,1.58,1.33,1.26,1.91,1.88,1.50,1.44,1.12,1.57,1.36,1.12,1.08,1.14,1.05,1.10,1.36,1.66,1.56,1.78,1.74,2.10,2.99,3.52,4.27,5.05,6.34,7.98
South Sudan,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Spain,27.47,20.07,23.05,23.28,26.89,24.80,21.09,21.71,26.92,14.18,17.93,18.92,13.42,16.89,18.83,15.29,24.70,20.56,20.11,14.29,17.06,21.97,15.22,22.76,19.54,15.87,18.57,20.49,21.28,26.79,33.56,30.85,30.28,40.44,40.98,35.82,39.31,32.95,39.16,38.02,44.44,47.31
Sri Lanka,88.24,84.21,76.19,60.00,91.30,100.00,100.00,81.48,92.86,100.00,100.00,93.94,90.63,95.00,93.02,93.62,72.73,68.00,69.64,68.33,49.23,47.69,39.71,44.59,37.18,38.20,45.88,41.05,42.71,40.63,54.29,41.96,30.09,61.21,40.34,49.61,33.82,31.03,46.67,35.90,37.82,37.50
Sudan,71.43,77.78,72.73,72.73,72.73,69.23,69.23,69.23,69.23,69.23,64.29,62.50,68.75,64.71,61.11,55.56,55.00,50.00,50.00,52.17,50.00,48.28,45.16,38.24,35.29,36.84,33.33,32.00,29.63,51.56,84.00,77.38,72.04,81.55,79.65,66.41,57.45,61.84,61.01,60.74,62.11,60.61
Suriname,60.00,61.54,78.57,63.64,72.73,83.33,66.67,50.00,55.56,78.57,80.00,82.35,82.35,83.33,83.33,81.25,92.86,92.86,92.86,92.86,50.00,50.00,50.00,53.33,53.33,53.33,56.25,56.25,56.25,56.25,70.59,52.63,42.11,42.11,30.00,25.00,42.11,50.00,52.63,50.00,52.63,50.00
Sweden,62.77,59.52,56.82,59.76,56.46,53.45,45.62,50.87,49.62,51.66,52.04,45.52,53.67,54.09,44.33,48.85,39.42,49.34,50.45,49.14,58.74,52.66,49.75,44.90,45.98,52.36,50.71,53.65,55.97,59.88,56.85,57.74,60.81,55.44,57.45,64.82,58.82,59.74,57.50,60.39,69.94,68.28
Switzerland,70.36,70.73,72.14,70.14,64.10,60.61,61.22,62.50,62.72,56.50,57.03,59.14,59.03,61.33,62.40,58.92,54.64,58.33,57.28,59.91,58.06,60.61,55.74,55.65,54.91,57.41,53.54,56.54,57.32,56.63,58.06,55.00,61.03,60.19,59.54,63.31,63.38,64.63,60.06,61.56,65.09,69.31
Syria,67.57,59.09,50.88,37.33,39.29,37.08,32.18,33.33,36.84,33.75,32.53,32.53,34.67,31.71,24.04,17.24,15.15,14.77,13.71,12.44,13.22,13.39,9.43,10.07,13.91,12.91,11.17,9.59,7.46,4.65,5.96,8.40,9.64,12.50,11.76,2.30,5.88,4.49,4.76,4.76,5.06,4.76
Taiwan,6.95,11.76,10.96,10.42,8.40,10.91,9.98,8.15,6.29,6.21,7.45,4.22,6.55,3.91,4.45,4.13,3.93,4.11,4.52,3.81,3.53,4.01,2.86,3.02,3.08,3.36,3.32,3.47,3.53,3.44,3.52,3.61,4.45,4.40,3.85,3.94,4.98,4.51,4.76,5.56,5.43,5.90
Tajikistan,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.24,96.59,98.27,98.59,98.68,97.90,97.90,98.04,98.59,98.59,99.34,98.77,99.38,99.42,98.84,97.70,98.27,98.77,100.00,100.00,100.00,100.00,98.77,98.84,96.39,94.97,93.26,93.14,91.84,91.37
Tanzania,83.33,83.33,83.33,84.62,84.62,84.62,84.62,85.71,85.71,87.50,88.24,89.47,88.89,89.47,88.24,83.33,89.47,87.50,84.00,91.30,87.50,96.30,96.43,96.15,82.14,51.43,42.42,60.98,61.90,57.45,53.85,42.00,34.55,31.58,44.26,33.85,35.71,35.71,33.33,35.53,41.25,39.02
Thailand,9.77,19.46,24.05,19.35,19.05,16.30,22.45,14.29,11.67,14.67,11.16,9.47,7.75,6.20,6.67,9.09,9.75,8.98,6.55,5.21,7.16,7.00,7.93,7.68,6.14,5.84,7.26,7.38,7.03,7.30,5.84,8.16,8.28,8.70,9.20,8.38,14.04,14.29,16.48,17.80,16.20,17.65
The Bahamas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Timor-Leste,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Togo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,66.67,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,100.00,0.00,50.00,25.00,33.33,28.57,33.33,28.57
Tonga,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Trinidad and Tobago,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tunisia,0.00,0.00,0.00,0.00,0.00,2.50,0.00,2.33,0.00,0.00,0.00,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.79,1.64,1.52,0.76,0.00,0.00,1.41,1.32,1.32,1.84,2.30,3.41,3.23,3.23,3.06,3.06,3.85,4.04,4.76
Turkiye,47.83,52.17,51.85,40.74,41.94,34.29,32.43,45.00,61.70,39.13,41.82,39.66,40.63,47.89,40.00,42.68,43.96,40.40,39.62,31.25,26.05,20.69,27.42,26.12,31.94,25.32,26.19,19.78,18.09,20.43,25.46,25.79,28.44,26.56,23.64,32.16,31.25,30.96,37.89,44.11,38.91,36.59
Turkmenistan,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turks and Caicos Islands,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
U.S. Pacific Islands,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
U.S. Virgin Islands,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Uganda,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,75.00,75.00,75.00,66.67,61.54,61.54,85.00,100.00,100.00,100.00,100.00,100.00,95.35,100.00,100.00,100.00
Ukraine,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.24,5.07,6.28,5.38,4.90,5.84,9.76,8.70,6.88,7.32,5.87,5.41,6.94,6.86,7.10,5.41,6.08,7.32,7.30,5.98,5.88,8.20,5.85,4.67,6.01,7.59,8.67,8.33,12.41,11.33
United Arab Emirates,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.25,0.25,0.55,1.01,2.93,4.36,4.94
United Kingdom,1.47,1.70,1.77,1.75,1.53,1.49,1.72,2.22,2.14,2.06,1.95,1.75,2.13,1.93,2.41,2.33,1.85,2.26,2.70,2.91,2.83,3.32,3.86,3.49,4.34,5.12,5.42,5.95,6.63,7.71,7.67,10.54,12.46,16.18,20.81,26.67,26.91,31.60,35.51,39.49,46.05,41.52
United States,12.45,11.75,14.16,14.78,13.76,11.93,12.28,10.29,8.79,11.09,11.87,11.79,10.72,11.25,10.46,11.59,12.38,12.50,11.14,10.89,9.48,8.01,9.23,9.50,9.20,9.13,9.80,8.79,9.55,10.89,10.72,12.94,12.69,13.34,13.69,13.96,15.65,17.81,17.77,18.63,20.64,21.29
Uruguay,68.75,71.43,68.57,98.61,98.59,98.46,98.63,96.00,78.26,69.64,94.59,88.41,89.77,92.41,98.68,93.55,87.88,91.55,91.00,77.46,93.33,100.00,100.00,100.00,82.76,88.16,65.45,88.04,62.35,70.45,88.29,74.04,64.15,85.09,95.24,93.53,97.01,98.59,97.90,98.16,94.20,86.42
Uzbekistan,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.86,15.77,15.74,13.53,14.94,13.04,13.04,13.15,12.95,13.14,12.95,16.13,18.98,18.80,10.76,10.31,10.89,14.41,16.50,11.29,13.04,10.85,11.32,12.73,12.97,14.24,9.70,10.74,8.93,8.47
Vanuatu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Venezuela,43.75,41.67,42.11,43.90,45.24,47.83,52.08,58.49,59.65,60.71,63.79,70.97,71.21,69.12,72.86,70.83,72.60,74.03,72.15,75.95,74.70,68.18,67.82,67.42,71.88,75.25,75.00,73.21,73.50,72.65,68.47,72.17,68.64,69.17,63.37,62.18,59.62,59.80,59.79,60.24,66.32,64.21
Vietnam,30.77,30.95,29.55,29.79,30.00,28.85,29.63,30.36,28.57,50.67,63.10,69.23,75.79,75.24,75.83,72.46,72.29,63.16,52.63,60.34,56.00,60.00,51.43,47.50,38.64,41.18,34.48,34.92,36.62,37.50,30.77,41.00,46.49,44.83,44.78,36.31,37.93,46.32,40.67,32.16,36.80,36.21
Wake Island,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Western Sahara,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Yemen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.69,4.35,5.26,15.15,14.71,15.63,17.14
Zambia,97.83,98.98,99.00,99.00,98.99,99.00,98.98,98.82,98.81,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.22,97.01,94.83,87.25,85.89,86.09,86.09,91.95
Zimbabwe,88.89,91.11,87.80,84.09,75.56,62.00,52.54,32.47,33.33,38.64,40.86,39.33,35.37,24.32,22.54,24.32,30.00,30.00,30.16,42.65,47.76,39.47,45.78,62.35,58.51,53.85,70.13,72.97,77.03,76.39,69.05,59.55,61.80,55.43,56.70,54.26,45.59,56.16,57.61,53.01,51.32,51.25
Tuvalu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Micronesia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
